Alert ID,Policy Name,Policy Type,Description,Policy Labels,Policy Severity,Resource Name,Cloud Type,Cloud Account Id,Cloud Account Name,Region,Recommendation,Alert Status,Alert Time,Event Occurred,Dismissed On,Dismissed By,Dismissal Reason,Resolved On,Resolution Reason,Resource ID
I-1551621,AWS EC2 instance with IAM write access level,iam,This policy identifies IAM write permissions that are defined as risky permissions. Ensure that the AWS EC2 instances provisioned in your AWS account don't have a risky set of write permissions to minimize security risks.,Prisma_Cloud,high,i-096dc3b36bccff4e3,aws,362710435132,Wistron-PD-WiWall,AWS Virginia,"Remediation steps:
1. Log in to the AWS console
2. Navigate to the EC2 instance 
3. Find the role used by the EC2 instance
4. Navigate to the IAM service
5. Click on Roles
6. Choose the relevant role
7. Under ''Permissions policies'', find the relevant policy according to the alert details and remove the risky actions",open,"Jun 12, 2023 12.51 CST Asia/Taipei",,,,,,,i-096dc3b36bccff4e3
P-1540579,Azure Compute workload creating or modifying route tables,anomaly,Detects an Azure Compute workload creating or modifying Azure routing tables. Azure routing tables are used to route traffic between Azure subnets and virtual networks. Adversaries attempt to compromise these routing tables to divert traffic to their desired destinations.,"Defense Evasion,Lateral movement",high,7a250c8d-7601-47dd-bf1b-ed20995dc9d0,azure,1bccceed-7af4-4e0c-af0a-d9f3c76cb1f2,AZRWHQHRDXD - 1bccceed (Wistron Corp.),,"1) The Azure compute workload in the alert is likely compromised. Isolate or delete the resource.
2) Verify your workload is not running a vulnerable service that would allow an attacker to compromise the instance and run processes on it.
3) Review the instance logs to identify possible connections made to other hosts in your cloud environment, as the instance might have been used to infect other hosts.
4) Consider using more strict access rules to limit connections from the Internet to your instances.",open,"Jun 09, 2023 17.04 CST Asia/Taipei",,,,,,,7a250c8d-7601-47dd-bf1b-ed20995dc9d0
P-1540487,Azure Compute workload creating or modifying route tables,anomaly,Detects an Azure Compute workload creating or modifying Azure routing tables. Azure routing tables are used to route traffic between Azure subnets and virtual networks. Adversaries attempt to compromise these routing tables to divert traffic to their desired destinations.,"Defense Evasion,Lateral movement",high,02c24cb9-2fa0-42cf-ba01-c807d9a505aa,azure,1bccceed-7af4-4e0c-af0a-d9f3c76cb1f2,AZRWHQHRDXD - 1bccceed (Wistron Corp.),,"1) The Azure compute workload in the alert is likely compromised. Isolate or delete the resource.
2) Verify your workload is not running a vulnerable service that would allow an attacker to compromise the instance and run processes on it.
3) Review the instance logs to identify possible connections made to other hosts in your cloud environment, as the instance might have been used to infect other hosts.
4) Consider using more strict access rules to limit connections from the Internet to your instances.",open,"Jun 09, 2023 17.04 CST Asia/Taipei",,,,,,,02c24cb9-2fa0-42cf-ba01-c807d9a505aa
P-1540459,Azure Compute workload creating or modifying route tables,anomaly,Detects an Azure Compute workload creating or modifying Azure routing tables. Azure routing tables are used to route traffic between Azure subnets and virtual networks. Adversaries attempt to compromise these routing tables to divert traffic to their desired destinations.,"Defense Evasion,Lateral movement",high,7c4fd781-a02e-46ea-be1a-0092c276dd42,azure,1bccceed-7af4-4e0c-af0a-d9f3c76cb1f2,AZRWHQHRDXD - 1bccceed (Wistron Corp.),,"1) The Azure compute workload in the alert is likely compromised. Isolate or delete the resource.
2) Verify your workload is not running a vulnerable service that would allow an attacker to compromise the instance and run processes on it.
3) Review the instance logs to identify possible connections made to other hosts in your cloud environment, as the instance might have been used to infect other hosts.
4) Consider using more strict access rules to limit connections from the Internet to your instances.",open,"Jun 09, 2023 16.35 CST Asia/Taipei",,,,,,,7c4fd781-a02e-46ea-be1a-0092c276dd42
P-1540458,Azure Compute workload creating or modifying route tables,anomaly,Detects an Azure Compute workload creating or modifying Azure routing tables. Azure routing tables are used to route traffic between Azure subnets and virtual networks. Adversaries attempt to compromise these routing tables to divert traffic to their desired destinations.,"Defense Evasion,Lateral movement",high,e3b946df-388e-4a54-94f2-2332e4a7f23b,azure,1bccceed-7af4-4e0c-af0a-d9f3c76cb1f2,AZRWHQHRDXD - 1bccceed (Wistron Corp.),,"1) The Azure compute workload in the alert is likely compromised. Isolate or delete the resource.
2) Verify your workload is not running a vulnerable service that would allow an attacker to compromise the instance and run processes on it.
3) Review the instance logs to identify possible connections made to other hosts in your cloud environment, as the instance might have been used to infect other hosts.
4) Consider using more strict access rules to limit connections from the Internet to your instances.",open,"Jun 09, 2023 16.35 CST Asia/Taipei",,,,,,,e3b946df-388e-4a54-94f2-2332e4a7f23b
P-1539058,Azure Compute workload creating or modifying route tables,anomaly,Detects an Azure Compute workload creating or modifying Azure routing tables. Azure routing tables are used to route traffic between Azure subnets and virtual networks. Adversaries attempt to compromise these routing tables to divert traffic to their desired destinations.,"Defense Evasion,Lateral movement",high,d9b98fe7-b7a3-4a3d-9ecf-1f64e1173fba,azure,3a6ddb20-44e5-469b-8c81-aa58c46634f9,AZRCASITD - 3a6ddb20 (Wistron Corp.),,"1) The Azure compute workload in the alert is likely compromised. Isolate or delete the resource.
2) Verify your workload is not running a vulnerable service that would allow an attacker to compromise the instance and run processes on it.
3) Review the instance logs to identify possible connections made to other hosts in your cloud environment, as the instance might have been used to infect other hosts.
4) Consider using more strict access rules to limit connections from the Internet to your instances.",open,"Jun 09, 2023 13.05 CST Asia/Taipei",,,,,,,d9b98fe7-b7a3-4a3d-9ecf-1f64e1173fba
P-1538412,Azure Compute workload creating or modifying route tables,anomaly,Detects an Azure Compute workload creating or modifying Azure routing tables. Azure routing tables are used to route traffic between Azure subnets and virtual networks. Adversaries attempt to compromise these routing tables to divert traffic to their desired destinations.,"Defense Evasion,Lateral movement",high,788ed5e4-8ad5-4457-8ede-af673ad3b33e,azure,1bccceed-7af4-4e0c-af0a-d9f3c76cb1f2,AZRWHQHRDXD - 1bccceed (Wistron Corp.),,"1) The Azure compute workload in the alert is likely compromised. Isolate or delete the resource.
2) Verify your workload is not running a vulnerable service that would allow an attacker to compromise the instance and run processes on it.
3) Review the instance logs to identify possible connections made to other hosts in your cloud environment, as the instance might have been used to infect other hosts.
4) Consider using more strict access rules to limit connections from the Internet to your instances.",open,"Jun 09, 2023 09.33 CST Asia/Taipei",,,,,,,788ed5e4-8ad5-4457-8ede-af673ad3b33e
P-1538199,Azure Compute workload creating or modifying route tables,anomaly,Detects an Azure Compute workload creating or modifying Azure routing tables. Azure routing tables are used to route traffic between Azure subnets and virtual networks. Adversaries attempt to compromise these routing tables to divert traffic to their desired destinations.,"Defense Evasion,Lateral movement",high,c771423e-cfe7-4ed4-a2e4-f5d9a832f4d5,azure,1bccceed-7af4-4e0c-af0a-d9f3c76cb1f2,AZRWHQHRDXD - 1bccceed (Wistron Corp.),,"1) The Azure compute workload in the alert is likely compromised. Isolate or delete the resource.
2) Verify your workload is not running a vulnerable service that would allow an attacker to compromise the instance and run processes on it.
3) Review the instance logs to identify possible connections made to other hosts in your cloud environment, as the instance might have been used to infect other hosts.
4) Consider using more strict access rules to limit connections from the Internet to your instances.",open,"Jun 09, 2023 09.33 CST Asia/Taipei",,,,,,,c771423e-cfe7-4ed4-a2e4-f5d9a832f4d5
P-1533755,Azure Key Vault audit logging is disabled,config,"This policy identifies Azure Key Vault instances for which audit logging is disabled. As a best practice, enable audit event logging for Key Vault instances to monitor how and when your key vaults are accessed, and by whom.",,high,r360-dde-qas,azure,ed7216af-e52d-4c2d-9655-6fa3451e5ac0,R360WT - ed7216af (Wistron Corp.),Azure Southeast Asia,"1. Log in to Azure portal
2. Select 'Key vaults'
3. Select the key vault instance to modify
4. Select 'Diagnostic settings' under 'Monitoring'
5. Click on '+Add diagnostic setting'
6. Specify a 'Diagnostic settings name',
7. Under 'Category details' section, Under Log, select 'AuditEvent'
8. Under section 'Destination details',
a. If you select 'Send to Log Analytics workspace', set the 'Subscription' and 'Log Analytics workspace'
b. If you select 'Archive to storage account', set the 'Subscription', 'Storage account' and 'Retention (days)'
c. If you select 'Stream to an event hub', set the 'Subscription', 'Event hub namespace', 'Event hub name' and 'Event hub policy name'
d. If you select 'Send to partner solution', set the 'Subscription' and 'Destination'
9. Click on 'Save'",open,"Jun 08, 2023 11.37 CST Asia/Taipei",,,,,,,/subscriptions/ed7216af-e52d-4c2d-9655-6fa3451e5ac0/resourceGroups/R360_QAS/providers/Microsoft.KeyVault/vaults/r360-dde-qas
P-1533750,Azure Key Vault audit logging is disabled,config,"This policy identifies Azure Key Vault instances for which audit logging is disabled. As a best practice, enable audit event logging for Key Vault instances to monitor how and when your key vaults are accessed, and by whom.",,high,r360-dde-prd,azure,ed7216af-e52d-4c2d-9655-6fa3451e5ac0,R360WT - ed7216af (Wistron Corp.),Azure Southeast Asia,"1. Log in to Azure portal
2. Select 'Key vaults'
3. Select the key vault instance to modify
4. Select 'Diagnostic settings' under 'Monitoring'
5. Click on '+Add diagnostic setting'
6. Specify a 'Diagnostic settings name',
7. Under 'Category details' section, Under Log, select 'AuditEvent'
8. Under section 'Destination details',
a. If you select 'Send to Log Analytics workspace', set the 'Subscription' and 'Log Analytics workspace'
b. If you select 'Archive to storage account', set the 'Subscription', 'Storage account' and 'Retention (days)'
c. If you select 'Stream to an event hub', set the 'Subscription', 'Event hub namespace', 'Event hub name' and 'Event hub policy name'
d. If you select 'Send to partner solution', set the 'Subscription' and 'Destination'
9. Click on 'Save'",open,"Jun 08, 2023 11.37 CST Asia/Taipei",,,,,,,/subscriptions/ed7216af-e52d-4c2d-9655-6fa3451e5ac0/resourceGroups/R360_PRD/providers/Microsoft.KeyVault/vaults/r360-dde-prd
P-1533823,Azure Key Vault audit logging is disabled,config,"This policy identifies Azure Key Vault instances for which audit logging is disabled. As a best practice, enable audit event logging for Key Vault instances to monitor how and when your key vaults are accessed, and by whom.",,high,r360-dde-dev,azure,ed7216af-e52d-4c2d-9655-6fa3451e5ac0,R360WT - ed7216af (Wistron Corp.),Azure Southeast Asia,"1. Log in to Azure portal
2. Select 'Key vaults'
3. Select the key vault instance to modify
4. Select 'Diagnostic settings' under 'Monitoring'
5. Click on '+Add diagnostic setting'
6. Specify a 'Diagnostic settings name',
7. Under 'Category details' section, Under Log, select 'AuditEvent'
8. Under section 'Destination details',
a. If you select 'Send to Log Analytics workspace', set the 'Subscription' and 'Log Analytics workspace'
b. If you select 'Archive to storage account', set the 'Subscription', 'Storage account' and 'Retention (days)'
c. If you select 'Stream to an event hub', set the 'Subscription', 'Event hub namespace', 'Event hub name' and 'Event hub policy name'
d. If you select 'Send to partner solution', set the 'Subscription' and 'Destination'
9. Click on 'Save'",open,"Jun 08, 2023 11.36 CST Asia/Taipei",,,,,,,/subscriptions/ed7216af-e52d-4c2d-9655-6fa3451e5ac0/resourceGroups/R360_DEV/providers/Microsoft.KeyVault/vaults/r360-dde-dev
P-1528891,Azure Compute workload creating or modifying route tables,anomaly,Detects an Azure Compute workload creating or modifying Azure routing tables. Azure routing tables are used to route traffic between Azure subnets and virtual networks. Adversaries attempt to compromise these routing tables to divert traffic to their desired destinations.,"Defense Evasion,Lateral movement",high,032e9082-a6de-4832-943e-651178f72a1d,azure,a3a07cdf-d288-4ef3-ad5d-2a3fcc94fd0e,VD0_FW - a3a07cdf (Wistron Corp.),,"1) The Azure compute workload in the alert is likely compromised. Isolate or delete the resource.
2) Verify your workload is not running a vulnerable service that would allow an attacker to compromise the instance and run processes on it.
3) Review the instance logs to identify possible connections made to other hosts in your cloud environment, as the instance might have been used to infect other hosts.
4) Consider using more strict access rules to limit connections from the Internet to your instances.",open,"Jun 07, 2023 15.05 CST Asia/Taipei",,,,,,,032e9082-a6de-4832-943e-651178f72a1d
P-1528448,Azure storage account has a blob container with public access,config,"This policy identifies blob containers within an Azure storage account that allow anonymous/public access ('CONTAINER' or 'BLOB'). As a best practice, do not allow anonymous/public access to blob containers unless you have a very good reason. Instead, you should consider using a shared access signature token for providing controlled and time-limited access to blob containers.

'Public access level' allows you to grant anonymous/public read access to a container and the blobs within Azure blob storage. By doing so, you can grant read-only access to these resources without sharing your account key, and without requiring a shared access signature.",Prisma_Cloud,high,s360smartrepairstorage,azure,707fcb1f-32c6-40b9-bd10-0fe027d565ab,S360_Azure - 707fcb1f (Wistron Corp.),Azure Southeast Asia,"1. Log in to the Azure portal
2. Navigate to 'Storage Accounts' dashboard
3. Select the reported storage account
4. Under 'Data storage' section, Select 'Containers'
5. Select the blob container you need to modify
6. Click on 'Change access level'
7. Set 'Public access level' to 'Private (no anonymous access)'
8. Click on 'OK'",open,"Jun 07, 2023 14.32 CST Asia/Taipei",,,,,,,/subscriptions/707fcb1f-32c6-40b9-bd10-0fe027d565ab/resourceGroups/S360_SMARTREPAIR_RG/providers/Microsoft.Storage/storageAccounts/s360smartrepairstorage
N-1528333,Azure Virtual Machine in running state that is internet reachable with unrestricted access (0.0.0.0/0),network,"This policy identifies Azure Virtual Machines in running state that are internet reachable with unrestricted access (0.0.0.0/0). Virtual Machines with unrestricted access to the internet may enable bad actors to use brute force on a system to gain unauthorised access to the entire network. As a best practice, restrict traffic from unknown IP addresses and limit the access to known hosts, services, or specific entities.",Prisma_Cloud,high,it-poc-site,azure,3279308e-4ac4-4dc8-b66c-9500fc814d21,VDA_Cloud - 3279308e (Wistron Corp.),Azure East US,"The following steps are recommended to restrict unrestricted access from the Internet:
1. Visit the Network path Analysis from Source to Destination and review the network path components that allow internet access.
2. Identify the network component on which restrictive rules can be implemented.
3. Implement the required changes and make sure no other resources have been impacted due to these changes:
	a) The overly permissive Network Security Group rules can be made more restrictive.
	b) Move the instance inside a restrictive subnet if the instance does not need to be publicly accessible.
	c) Remove or disassociate the public IP assigned to the respective instance.",open,"Jun 07, 2023 12.16 CST Asia/Taipei",,,,,,,2c96c38c-fda4-47de-9297-900fb464ab93-/subscriptions/3279308e-4ac4-4dc8-b66c-9500fc814d21/resourceGroups/vdb_openai_survey_p2/providers/Microsoft.Compute/virtualMachines/it-poc-site
P-1527693,Azure Network Security Group allows all traffic on SSH port 22,config,"This policy identifies Network security groups (NSG) that allow all traffic on SSH port 22. Review your list of NSG rules to ensure that your resources are not exposed. As a best practice, restrict SSH solely to known static IP addresses. Limit the access list to include known hosts, services, or specific employees only.",Prisma_Cloud,high,it-poc-site-nsg,azure,3279308e-4ac4-4dc8-b66c-9500fc814d21,VDA_Cloud - 3279308e (Wistron Corp.),Azure East US,"Before making any changes, please check the impact to your applications/services. Evaluate whether you want to edit the rule and limit access to specific users, hosts, and services only, deny access, or delete the rule completely.

1. Log in to the Azure Portal.
2. Select 'All services'.
3. Select 'Network security groups', under NETWORKING.
4. Select the Network security group you need to modify.
5. Select 'Inbound security rules' under Settings.
6. Select the rule you need to modify, and edit it to allow specific IP addresses OR set the 'Action' to 'Deny' OR 'Delete' the rule based on your requirement.
7. 'Save' your changes.",open,"Jun 07, 2023 10.48 CST Asia/Taipei",,,,,,,/subscriptions/3279308e-4ac4-4dc8-b66c-9500fc814d21/resourceGroups/VDB_OPENAI_Survey_P2/providers/Microsoft.Network/networkSecurityGroups/it-poc-site-nsg
P-1526633,OCI users API keys have aged more than 90 days without being rotated,config,This policy identifies all of your IAM API keys which have not been rotated in the past 90 days. It is recommended to verify that they are rotated on a regular basis in order to protect OCI API access directly or via SDKs or OCI CLI.,,high,prisma-cloud-user,oci,ocid1.tenancy.oc1..aaaaaaaagpv57qwynovixlqm77uyd5bfdw6m5eavevxrudwurrjaky3xjmzq,OCI_HR_PSDR,OCI Ashburn,"1. Login to the OCI Console Page: https://console.ap-mumbai-1.oraclecloud.com/
2. Select Identity from the Services menu.
3. Select Users from the Identity menu.
4. Click on an individual user under the Name heading.
5. Click on API Keys in the lower left hand corner of the page.
6. Delete any API Keys with a date of 90 days or older under the Created column of the API Key table.

Note : The console URL is region specific, your tenancy might have a different home region and thus console URL.",open,"Jun 06, 2023 23.29 CST Asia/Taipei",,,,,,,ocid1.user.oc1..aaaaaaaaohrj4t4r56caqei3bxx5si647d6ixrettj4m7ywxs5csc4irofta
